3570_5694_000004_000000.wav|In what has been said of the evolution of the vicarious leisure class and its differentiation from the general body of the working classes, reference has been made to a further division of labour, that between the different servant classes.
3570_5694_000005_000000.wav|But already at a point in economic evolution far and dating the emergence of the lady, specialized consumption of goods as an evidence of pecuniary strength had begun to work out in a more or less elaborate system.
3570_5694_000005_000001.wav|The beginning of a differentiation in consumption even antidates the appearance of anything that can fairly be called pecuniary strength. It is traceable back to the initial face of predator culture, and there is even a suggestion that an incipient differentiation in this respect lies back of the beginnings of the predatory life.
3570_5694_000005_000002.wav|This most primitive differentiation in the consumption of goods is like the later differentiation with which we are also intimately familiar, in that it is largely of a ceremonial character. But unlike the latter, it does not rest on a difference in accumulated wealth.
3570_5694_000005_000003.wav|The utility of consumption as an evidence of wealth is to be classed as a derivative growth.
3570_5694_000005_000004.wav|It is an adaption to a new end by a selective process of a distinction previously existing and well-established in man's habits of thought.
3570_5694_000006_000000.wav|In the earlier phases of the predatory culture, the only economic differentiation is a broad distinction between an honorable superior class made up of the able-bodied men on the one side, and a base inferior class of laboring women on the other.
3570_5694_000006_000002.wav|Such consumption as false to the women is merely incidental to their work. It is a means to their continued labour and not a consumption directed to their own comfort and fullness of life.
3570_5694_000006_000004.wav|The consumption of choice articles of food and frequently also of rare articles of adornment becomes taboo to the women and children. And if there is a base, servile class of men, that taboo holds also for them.
3570_5694_000006_000005.wav|With a further advance in culture, this taboo made change into simple custom of a more or less rigorous character, but whatever be the theoretical basis of the distinction which is maintained, whether it be a taboo or a larger conventionality, the features of the conventional scheme of consumption do not change easily.
3570_5694_000006_000006.wav|When the quasi-peaceable stage of industries reached, with its fundamental institution of Chattel's slavery, the general principle, more or less rigorously applied, is that the base industrialist class should consume only what may be necessary to their subsistence.
3570_5694_000006_000007.wav|in the nature of things, luxuries and the comforts of life belong to the leisure class.
3570_5694_000006_000008.wav|Under the taboo certain rituals and more particularly, certain beverages are strictly reserved for the use of the superior class.
3570_5694_000007_000001.wav|If these articles of consumption are costly, they are felt to be noble and honorific.
3570_5694_000007_000002.wav|Therefore, the base classes, primarily the women, practice and enforced continents with respect to these stimulants, accepting countries where they are obtainable at a very low cost.
3570_5694_000007_000003.wav|From archaic times down through all the length of the patriarchal regime, it has been the office of the women to prepare and administer these luxuries, and it has been the perquisite of the men, of gentle birth and breeding to consume them.
3570_5694_000007_000004.wav|drunkenness and the other pathological consequences of the free use of stimulants, therefore tend in their turn to become honorific, as being a mark at the second remove of the superior status of those who are able to afford the indulgence.
3570_5694_000007_000005.wav|Infirmities induced by overindulgence are among some people's freely recognized as manly attributes.
3570_5694_000007_000006.wav|It has even happened that the name for certain diseased conditions of the body arising from such an origin has passed into everyday speech as a synonym for noble or gentle.
3570_5694_000007_000008.wav|The same in video's distinction adds force to the current disapproval of any indulgence of this kind on the part of women, minors and infuriars.
3570_5694_000007_000009.wav|This in-video's traditional distinction has not lost its force even among the more advanced people of today.
3570_5694_000007_000010.wav|Where the example set by the leisure class retains its imperative force in the regulation of the conventionalities, it is observable that the women still in great measure practice the same traditional continents with regard to stimulants.
3570_5694_000008_000000.wav|This characterization of the grey-to-continence in the use of stimulants practiced by the women of the reputable classes may seem an excessive refinement of logic at the expense of common
3570_5694_000008_000001.wav|But facts with an easy reach of anyone who cares to know them, go to say that the great raptzonance of women is in some part due to an imperative conventionality. And this conventionality is, in a general way, strongest where the patriarchal tradition, the tradition that the woman is a chattel has retained its hold in greatest vigor.
3570_5694_000008_000002.wav|In a sense which has been greatly qualified in scope and rigor, but which has by no means lost its meaning even yet, this tradition says that the woman, being a chattel, should consume only what is necessary to her sustenance, except so far as her further consumption contributes to the comfort or the good repute of her master.
3570_5694_000008_000003.wav|The consumption of luxuries in the true sense is a consumption directed to the comfort of the consumer himself, and is therefore a mark of the master.
3570_5694_000008_000004.wav|Any such consumption by others can take place only on a basis of sufferings.
3570_5694_000008_000007.wav|With many qualifications, with more qualifications as the patriarchal tradition has gradually weakened, the general rule is felt to be right and binding that women should consume only for the benefit of their masters.
3570_5694_000008_000008.wav|The objection of course presents itself that expenditure on women's dress and household paraphernalia is an obvious exception to this rule, but it will appear in the sequel that this exception is much more obvious than substantial.
3570_5694_000008_000009.wav|During the earlier stages of economic development, consumption of goods without stint, especially consumption of the better grades of goods, ideally all consumption in excess of the subsistence minimum pertains normally to the leisure class.
3570_5694_000008_000010.wav|This restriction tends to disappear, at least formally, after the later peaceable stage has been reached, with private ownership of goods and an industrial system based on wage labour around the Petty Household Economy.
3570_5694_000008_000011.wav|But during the earlier quasi-peaceable stage, on so many of the traditions through which the institution of a leisure class has affected the economic life of later times were taking form and consistency, this principle has had the force of a conventional law.
3570_5694_000008_000012.wav|It has served as the norm to which consumption has tended to conform, and any appreciable departure from it is to be regarded as an aberrant form, short to be eliminated soon and or later in the further course of development.
3570_5694_000009_000001.wav|He consumes freely and of the best. In food, drinks, narcotics, shelter, services, ornaments, apparel, weapons and accoutrements, amusements, amulets, and idols or divinities. In the process of gradual amuleration which takes place in the optical service consumption, the motive principle and proximate aim of innovation is no doubt the higher efficiency of the improved and more elaborate products for personal comfort and well-being.
3570_5694_000009_000002.wav|but that does not remain the sole purpose of their consumption.
3570_5694_000009_000003.wav|The canon of reputability is at hand and ceases upon such innovations, as are, according to its standard, fit to survive.
3570_5694_000009_000004.wav|Since the consumption of these more excellent goods is an evidence of wealth, it becomes honorific, and conversely, the failure to consume in due quantity and quality becomes a mark of inferiority and demerit.
3570_5694_000010_000000.wav|This growth of punctilist discrimination as to qualitative excellence in eating, drinking, etc., presently affects not only the manner of life, but also the training and intellectual activity of the gentle man of leisure.
3570_5694_000010_000001.wav|He is no longer simply the successful, aggressive male, the man of strength, resource and intrepidity.
3570_5694_000010_000002.wav|In order to avoid saltification, he must also cultivate his tastes. For it now becomes incumbent on him to discriminate with some nicety between the noble and the ignoble in consumable goods.
3570_5694_000010_000003.wav|He becomes a connoisseur in credible vions of various degrees of merit in manly beverages and trinkets, in seemingly apparel and architecture in weapons, games, dancers and the narcotics.
3570_5694_000010_000004.wav|This cultivation of aesthetic faculty requires time and application, and the demands made upon the gentleman in this direction therefore tend to change his life of leisure into a more or less adious application to the business of learning how to live a life of a sensible leisure in a becoming way.
3570_5694_000010_000005.wav|closely related to the requirement that the gentleman must consume freely and of the right kind of goods, there is the requirement that he must know how to consume them in a seemingly manner.
3570_5694_000010_000006.wav|His life of leisure must be conducted in due form.
3570_5694_000010_000007.wav|Hence arise good manners in the way pointed out in an earlier chapter.
3570_5694_000010_000008.wav|Hybrid manners and ways of living are items of conformity to the norm of conspicuous leisure and conspicuous consumption.
3570_5694_000011_000000.wav|Conspicuous consumption of valuable goods is a means of reputability to the gentleman of leisure.
3570_5694_000011_000001.wav|As wealth accumulates on his hands, his own unaided effort will not avail to sufficiently put his opulence in evidence by this method.
3570_5694_000011_000002.wav|The aid of friends and competitors is therefore brought in by resorting to the giving of valuable presents and expensive feasts and entertainments.
3570_5694_000011_000003.wav|Presents and feasts had probably another origin than that of naive ostentation, but they required their utility for this purpose very early, and they have retained that character to the present, so that their utility in this respect has now long been the substantial ground on which these usages rest.
3570_5694_000011_000004.wav|Costly entertainments, such as the potlatch or the ball, are peculiarly adapted to serve this end.
3570_5694_000011_000005.wav|The competitor with whom the entertainer wishes to institute a comparison is, by this method, made to serve as a means to the end.
3570_5694_000011_000006.wav|He consumes vicariously for his host at the same time that he is witness to the consumption of that excess of good things, which his host is unable to dispose of single-handed. And he is also made to witness his host's facility in etiquette.
3570_5694_000012_000001.wav|The custom of festive gatherings probably originated in motives of conviviality and religion. These motives are also present in the later development, but they do not continue to be the sole motives.
3570_5694_000012_000002.wav|The latter-day leisure class festivities and entertainments may continue in some slight degree to serve the religious need, and in a higher degree the needs of recreation and conviviality, but they also serve on an invidious purpose, and they serve it nonetheless effectively, for having a colourable, non-invideous ground in these more available motives.
3570_5694_000012_000003.wav|but the economic effect of these social amenities is not therefore lessened, either in the vicarious consumption of goods or in the exhibition of difficult and costly achievements in etiquette.
3570_5694_000013_000000.wav|As wealth accumulates, the leisure class develops further in function and structure, and there arises a differentiation within the class. There is a more or less elaborate system of ranking grades.
3570_5694_000013_000001.wav|This differentiation is furthered by the inheritance of wealth and the consequent inheritance of gentility.
3570_5694_000013_000003.wav|Hence results a class of impicunious gentleman of leisure, incidentally referred to already. These half-cased gentleman of leisure fall into a system of hierarchical gradations.
